stfgov,stflife,stfeco,stfdem,reform,education,edulevel,male,age,edulevel.1,society,polinterest,tv,religious,ideology,family,prosp,absdate,difdate,pdwrk,unempl,hswrk,Treatment,pscores,distance,weights
3,8,6,8,0,0,5,0,65,5,7,2,2,7,5,0,0,7,-7,0,0,0,Control,0.3784426739924279,0.3784426739924279,1
5,9,7,8,1,0,5,1,63,5,7,4,2,4,6,0,0,15,15,1,0,0,Treated,0.35950366156627445,0.35950366156627445,1
3,9,3,10,1,0,5,0,46,5,5,3,3,1,8,0,1,15,15,1,0,0,Treated,0.42706959080703943,0.42706959080703943,1
6,8,7,7,0,0,7,0,45,7,7,2,1,0,4,0,1,26,-26,1,0,1,Control,0.42305252239579677,0.42305252239579677,1
6,10,7,8,0,0,5,0,67,5,7,3,2,6,8,0,0,26,-26,1,0,1,Control,0.38119730928197465,0.38119730928197465,1
7,7,7,7,1,0,4,0,61,4,8,2,2,6,4,0,0,59,59,0,1,0,Treated,0.3906685089508578,0.3906685089508578,1
2,7,5,6,0,0,3,0,21,3,5,2,4,5,2,0,0,18,-18,0,1,0,Control,0.5377854876645861,0.5377854876645861,1
2,8,6,7,1,0,4,1,56,4,6,4,2,0,2,0,1,2,2,1,0,0,Treated,0.35334276013320387,0.35334276013320387,1
8,10,5,9,1,0,6,0,60,6,6,3,3,1,3,0,0,21,21,0,0,0,Treated,0.3357421781710684,0.3357421781710684,1
8,10,6,9,1,0,1,0,47,1,7,1,2,6,2,1,1,6,6,0,0,1,Treated,0.4605659440636856,0.4605659440636856,1
7,10,8,8,1,1,5,0,34,5,7,3,1,5,5,0,1,24,24,0,0,1,Treated,0.4152095536476639,0.4152095536476639,1
6,8,4,8,1,0,7,1,73,7,7,3,5,3,4,0,0,2,2,0,0,1,Treated,0.24336353395724358,0.24336353395724358,1
1,2,3,4,1,0,3,1,48,3,8,3,2,2,5,0,1,34,34,1,0,1,Treated,0.4148000287736699,0.4148000287736699,1
7,9,9,10,0,0,6,0,52,6,7,3,2,1,4,0,1,6,-6,1,0,0,Control,0.3920569131272719,0.3920569131272719,1
3,10,5,8,0,0,1,0,79,1,6,3,7,7,5,0,0,22,-22,0,0,1,Control,0.2674189865182718,0.2674189865182718,1
6,9,9,10,1,1,1,1,16,1,8,2,1,8,8,0,1,1,1,0,0,0,Treated,0.5291577471935935,0.5291577471935935,1
5,9,10,7,0,0,6,1,38,6,7,3,2,10,7,0,1,20,-20,1,0,0,Control,0.5129256072259775,0.5129256072259775,1
5,10,8,10,1,0,5,1,25,5,6,4,2,7,8,0,0,8,8,0,1,0,Treated,0.5711972221245999,0.5711972221245999,1
1,8,3,5,1,0,3,1,45,3,6,3,2,0,2,0,1,7,7,1,0,0,Treated,0.4030035636717347,0.4030035636717347,1
0,10,2,5,0,0,5,1,85,5,8,3,1,9,6,0,0,28,-28,0,0,0,Control,0.30767307659371435,0.30767307659371435,1
9,9,10,8,0,1,4,1,19,4,8,4,1,3,5,0,0,26,-26,1,0,0,Control,0.4588726016037025,0.4588726016037025,1
0,8,1,5,0,0,2,1,20,2,6,4,1,0,8,0,1,7,-7,1,0,0,Control,0.5802635011027759,0.5802635011027759,1
7,7,7,9,1,0,6,0,33,6,8,3,2,7,4,0,1,3,3,1,0,1,Treated,0.5261489172711667,0.5261489172711667,1
3,9,3,8,0,0,6,0,51,6,7,4,4,6,8,0,1,19,-19,1,0,1,Control,0.420591394870323,0.420591394870323,1
8,10,8,10,0,0,7,1,91,7,8,4,2,2,5,0,0,33,-33,0,0,0,Control,0.2226976257150025,0.2226976257150025,1
7,10,8,9,1,1,1,1,16,1,9,2,0,1,3,0,1,51,51,0,0,1,Treated,0.47256977289846214,0.47256977289846214,1
4,9,8,10,0,0,6,1,36,6,7,3,5,1,5,0,0,11,-11,1,0,0,Control,0.39313922484174846,0.39313922484174846,1
7,10,6,8,0,0,2,0,52,2,7,3,4,4,4,1,0,7,-7,1,0,0,Control,0.40179486512112433,0.40179486512112433,1
2,10,5,9,0,1,4,1,23,4,5,2,1,0,5,0,0,18,-18,0,0,0,Control,0.40723438510132137,0.40723438510132137,1
5,8,8,4,1,1,4,0,23,4,8,1,0,8,3,1,0,53,53,0,0,0,Treated,0.49163931290042195,0.49163931290042195,1
9,10,10,10,0,1,3,0,28,3,6,3,2,5,4,0,1,25,-25,0,0,0,Control,0.4340723005603658,0.4340723005603658,1
4,7,4,7,0,0,2,0,76,2,4,3,4,7,5,0,0,19,-19,0,0,0,Control,0.32150647019762657,0.32150647019762657,1
5,10,8,5,0,0,1,1,41,1,5,2,2,0,5,1,1,13,-13,1,0,1,Control,0.4413441950646584,0.4413441950646584,1
6,10,5,9,0,0,3,1,66,3,5,3,3,1,3,0,0,20,-20,0,0,1,Control,0.3051161677246076,0.3051161677246076,1
3,8,4,9,0,0,7,0,42,7,8,4,2,7,7,0,1,5,-5,1,0,1,Control,0.4964156059309301,0.4964156059309301,1
7,10,7,7,1,0,3,1,45,3,7,3,2,6,4,0,1,45,45,1,0,1,Treated,0.4546239256730045,0.4546239256730045,1
1,8,5,5,0,0,1,0,76,1,8,1,1,0,7,0,0,26,-26,0,0,0,Control,0.3234179428753252,0.3234179428753252,1
2,9,5,5,0,0,3,1,70,3,6,2,2,2,9,0,0,6,-6,0,0,1,Control,0.3275348936455841,0.3275348936455841,1
8,10,7,8,1,0,5,0,56,5,8,3,2,3,0,0,0,8,8,1,0,1,Treated,0.37600840615542763,0.37600840615542763,1
4,10,7,7,0,1,2,1,16,2,5,2,2,0,9,0,1,7,-7,0,0,0,Control,0.45202511264983697,0.45202511264983697,1
6,8,8,8,1,0,3,1,48,3,6,3,2,5,7,0,0,5,5,1,0,1,Treated,0.4469108020569114,0.4469108020569114,1
5,7,6,9,1,0,6,1,63,6,5,4,3,8,9,1,0,10,10,1,0,0,Treated,0.378116607044363,0.378116607044363,1
9,9,7,9,1,0,6,1,63,6,8,4,2,6,8,0,0,25,25,1,0,0,Treated,0.37514724074020095,0.37514724074020095,1
4,8,6,10,0,0,3,1,52,3,8,2,1,5,10,0,0,26,-26,1,0,0,Control,0.4511909396207315,0.4511909396207315,1
5,6,5,9,0,0,6,1,67,6,7,4,2,10,4,1,1,5,-5,1,0,1,Control,0.36881306936547864,0.36881306936547864,1
7,10,4,7,1,0,2,0,68,2,7,2,2,4,7,0,0,16,16,0,0,0,Treated,0.36975165449496844,0.36975165449496844,1
7,10,9,8,1,0,2,0,43,2,8,2,2,5,5,0,0,27,27,1,0,0,Treated,0.48551340200130605,0.48551340200130605,1
1,8,3,3,1,0,6,0,48,6,4,3,1,7,1,0,1,58,58,1,0,0,Treated,0.46168842854440917,0.46168842854440917,1
8,10,6,8,1,0,7,0,54,7,5,3,1,10,8,0,0,48,48,1,0,0,Treated,0.4791638856839639,0.4791638856839639,1
9,7,8,7,0,0,7,0,48,7,6,3,2,5,6,1,0,35,-35,0,1,1,Control,0.4431685053291831,0.4431685053291831,1
3,9,6,8,1,1,2,1,20,2,7,4,1,7,7,1,0,8,8,0,0,0,Treated,0.5057462396794643,0.5057462396794643,1
4,9,6,9,0,0,6,1,45,6,9,4,1,3,8,1,1,13,-13,1,0,1,Control,0.45517419541497695,0.45517419541497695,1
6,9,5,9,1,0,2,0,75,2,6,3,3,2,4,0,0,7,7,0,0,0,Treated,0.30444834676476457,0.30444834676476457,1
3,10,5,8,0,0,3,0,52,3,8,3,1,4,8,0,0,7,-7,1,0,1,Control,0.4668277903124654,0.4668277903124654,1
6,9,5,7,0,0,3,1,61,3,8,4,1,2,7,0,0,7,-7,0,0,0,Control,0.3869965817710583,0.3869965817710583,1
5,10,2,7,0,0,3,0,80,3,7,3,3,10,6,0,0,33,-33,0,0,1,Control,0.3368189918089074,0.3368189918089074,1
7,6,5,6,0,0,3,1,49,3,5,3,2,5,6,0,1,32,-32,1,0,1,Control,0.4384740031976192,0.4384740031976192,1
5,10,3,8,1,0,7,0,37,7,8,2,1,1,0,0,1,33,33,1,0,0,Treated,0.45014308412233284,0.45014308412233284,1
3,10,7,8,1,0,2,1,56,2,8,3,3,7,7,0,0,72,72,1,0,1,Treated,0.41001912127888884,0.41001912127888884,1
2,10,8,10,1,0,3,1,67,3,5,2,2,0,10,0,0,23,23,0,0,1,Treated,0.33187561241363095,0.33187561241363095,1
1,9,5,8,0,0,5,1,56,5,8,4,3,8,10,1,0,28,-28,1,0,0,Control,0.4186281350950593,0.4186281350950593,1
7,10,7,7,1,0,2,0,43,2,6,3,2,7,5,0,0,7,7,1,0,0,Treated,0.5085239650423746,0.5085239650423746,1
3,8,7,10,0,0,1,1,50,1,5,3,2,2,5,0,1,12,-12,1,0,0,Control,0.4196648861308586,0.4196648861308586,1
3,8,7,4,1,0,5,1,63,5,6,3,2,2,5,0,0,34,34,1,0,0,Treated,0.33664319129598774,0.33664319129598774,1
9,9,2,8,1,0,5,1,42,5,6,3,3,1,6,1,1,8,8,1,0,0,Treated,0.4116786154468986,0.4116786154468986,1
6,9,7,8,1,0,3,1,31,3,4,3,2,2,7,1,1,1,1,1,0,0,Treated,0.5083053050290975,0.5083053050290975,1
5,9,7,8,0,0,5,0,57,5,7,3,2,7,8,0,0,12,-12,1,0,0,Control,0.4351199969164988,0.4351199969164988,1
9,10,8,9,0,0,6,0,34,6,6,2,0,4,2,0,1,4,-4,1,0,1,Control,0.5218983024983763,0.5218983024983763,1
4,9,3,8,1,0,3,0,34,3,6,2,2,7,3,0,1,6,6,1,0,1,Treated,0.5303155995994728,0.5303155995994728,1
2,9,5,8,1,0,3,0,50,3,6,3,2,4,2,0,0,45,45,1,0,1,Treated,0.4331290334970649,0.4331290334970649,1
3,9,3,6,1,0,3,0,76,3,7,3,4,6,5,0,0,45,45,0,0,1,Treated,0.307777036385447,0.307777036385447,1
4,9,5,4,1,1,4,0,24,4,7,3,2,8,5,0,0,52,52,1,0,1,Treated,0.47287848472892996,0.47287848472892996,1
7,10,6,10,0,0,7,1,48,7,8,4,3,7,4,0,1,28,-28,1,0,0,Control,0.4109699879140454,0.4109699879140454,1
4,9,4,8,0,0,5,1,39,5,6,3,1,1,4,0,1,24,-24,1,0,1,Control,0.4533815689005398,0.4533815689005398,1
5,9,7,8,1,1,7,0,49,7,8,2,1,5,5,0,0,5,5,1,0,1,Treated,0.3290910124971275,0.3290910124971275,1
5,7,6,6,0,1,1,0,16,1,6,2,1,5,4,1,0,13,-13,0,0,1,Control,0.5160316162982285,0.5160316162982285,1
4,9,7,7,0,0,6,0,76,6,5,3,2,5,8,0,0,34,-34,0,0,1,Control,0.33020561429752404,0.33020561429752404,1
3,8,4,9,0,0,6,0,50,6,4,3,2,7,1,0,0,27,-27,1,0,0,Control,0.4338601477822653,0.4338601477822653,1
5,8,6,9,0,0,6,0,39,6,5,3,1,2,4,0,1,5,-5,1,0,0,Control,0.48072554127431555,0.48072554127431555,1
5,9,6,7,0,1,1,0,16,1,6,2,2,3,5,0,1,27,-27,0,0,1,Control,0.48719920075268236,0.48719920075268236,1
5,8,4,9,0,0,3,1,51,3,5,3,2,0,7,0,0,22,-22,1,0,0,Control,0.39728573913646265,0.39728573913646265,1
5,10,4,5,1,0,3,1,51,3,7,1,4,2,5,0,0,14,14,1,0,0,Treated,0.35436087261605126,0.35436087261605126,1
6,9,6,8,0,0,5,0,51,5,5,3,4,5,3,0,0,20,-20,1,0,0,Control,0.39291884410901534,0.39291884410901534,1
5,7,4,8,0,1,2,0,18,2,6,2,1,6,4,0,1,4,-4,1,0,0,Control,0.5075766455003885,0.5075766455003885,1
5,8,8,5,0,0,1,0,85,1,7,2,2,4,7,0,0,1,-1,0,0,0,Control,0.301979350363506,0.301979350363506,1
9,8,5,9,1,0,6,0,51,6,8,4,1,7,3,1,1,8,8,1,0,0,Treated,0.45968281209263845,0.45968281209263845,1
2,9,5,7,1,0,3,0,59,3,3,3,3,1,4,0,0,49,49,1,0,0,Treated,0.36319686295904685,0.36319686295904685,1
7,7,6,8,0,0,6,1,69,6,8,4,5,5,7,0,0,14,-14,0,0,0,Control,0.2899762295912691,0.2899762295912691,1
6,8,5,8,1,0,4,0,39,4,7,2,1,4,5,0,1,18,18,1,0,0,Treated,0.5042785139057467,0.5042785139057467,1
5,8,7,9,0,1,4,1,24,4,5,3,4,1,2,0,0,35,-35,0,0,1,Control,0.3512311769460296,0.3512311769460296,1
3,9,6,7,0,1,4,1,21,4,7,2,3,1,7,1,0,22,-22,0,0,0,Control,0.3953349334388835,0.3953349334388835,1
5,10,9,5,0,1,4,1,24,4,6,4,1,7,6,1,0,21,-21,0,0,1,Control,0.4703012786416973,0.4703012786416973,1
3,8,5,8,1,0,3,1,57,3,5,3,3,6,5,0,0,10,10,1,0,0,Treated,0.3859530898070548,0.3859530898070548,1
2,9,7,5,1,1,5,1,23,5,6,3,1,3,8,0,0,27,27,1,0,0,Treated,0.44177218919360944,0.44177218919360944,1
1,10,5,8,1,0,3,1,60,3,7,2,2,2,7,0,0,28,28,1,0,0,Treated,0.36253059901271634,0.36253059901271634,1
8,10,8,8,0,0,6,0,65,6,7,4,0,7,5,0,0,20,-20,1,0,1,Control,0.4206107764417906,0.4206107764417906,1
3,9,6,5,0,0,3,1,21,3,6,2,2,2,8,0,0,15,-15,0,1,0,Control,0.5528586273221615,0.5528586273221615,1
9,10,7,9,1,0,2,1,49,2,9,4,4,8,5,0,1,1,1,1,0,0,Treated,0.42931726439104856,0.42931726439104856,1
3,8,3,7,0,0,3,0,73,3,5,3,2,5,4,0,0,29,-29,0,0,1,Control,0.3438370908884329,0.3438370908884329,1
5,10,5,8,1,0,3,1,76,3,7,3,2,5,5,0,0,27,27,0,0,0,Treated,0.31119945771319796,0.31119945771319796,1
8,9,5,10,0,0,1,0,80,1,7,2,2,5,8,0,0,17,-17,0,0,0,Control,0.33327287065421995,0.33327287065421995,1
6,10,7,9,0,0,7,0,38,7,6,3,1,2,5,0,1,22,-22,1,0,0,Control,0.4830726055321648,0.4830726055321648,1
0,5,1,3,1,0,2,1,43,2,5,4,0,9,8,0,1,21,21,1,0,1,Treated,0.5553867640647064,0.5553867640647064,1
3,10,6,10,1,0,6,0,32,6,6,3,4,5,8,0,0,9,9,1,0,1,Treated,0.4986571145278862,0.4986571145278862,1
3,8,3,8,0,0,2,0,63,2,7,2,2,5,10,0,0,26,-26,0,0,1,Control,0.4126409346799319,0.4126409346799319,1
6,9,4,10,0,1,2,1,17,2,5,2,1,1,8,1,0,38,-38,0,0,0,Control,0.46848777135335357,0.46848777135335357,1
3,10,5,9,1,0,6,0,67,6,6,4,2,3,2,0,0,14,14,0,0,1,Treated,0.3371384555787532,0.3371384555787532,1
6,10,4,9,0,0,5,1,47,5,7,3,1,2,4,0,1,26,-26,1,0,0,Control,0.4218030370600972,0.4218030370600972,1
6,4,7,7,0,0,3,0,63,3,5,3,2,6,5,0,0,7,-7,0,0,1,Control,0.40013882347978313,0.40013882347978313,1
8,8,5,8,0,0,6,0,35,6,8,4,2,6,0,0,1,13,-13,1,0,1,Control,0.49781241937948634,0.49781241937948634,1
7,10,6,7,0,0,6,0,36,6,7,2,1,4,7,0,1,4,-4,1,0,1,Control,0.515346263934329,0.515346263934329,1
3,8,6,6,0,0,3,1,80,3,3,3,4,1,10,0,0,4,-4,0,0,0,Control,0.2617492065236362,0.2617492065236362,1
5,9,3,9,0,0,3,1,47,3,6,2,2,4,5,0,0,12,-12,1,0,1,Control,0.42903832630205035,0.42903832630205035,1
3,9,7,8,0,0,3,1,54,3,8,3,3,5,5,0,0,22,-22,1,0,0,Control,0.39052550203182895,0.39052550203182895,1
9,10,6,8,0,0,2,1,19,2,5,1,0,2,6,0,0,13,-13,0,1,0,Control,0.5900539228932549,0.5900539228932549,1
10,10,7,10,0,0,6,1,70,6,8,4,4,6,5,0,0,22,-22,0,0,1,Control,0.3000414442243409,0.3000414442243409,1
6,9,9,8,1,0,3,1,41,3,5,2,2,5,5,0,1,24,24,1,0,0,Treated,0.4658659535418207,0.4658659535418207,1
5,5,5,5,0,0,2,1,24,2,4,2,1,1,5,0,0,29,-29,0,1,0,Control,0.5437587500741949,0.5437587500741949,1
6,8,7,7,0,0,7,1,41,7,8,3,4,1,3,0,1,29,-29,1,0,0,Control,0.3726635997271531,0.3726635997271531,1
5,9,8,5,0,0,1,0,76,1,5,3,3,7,5,0,0,34,-34,0,0,0,Control,0.3426970113246467,0.3426970113246467,1
2,10,4,8,0,0,5,1,49,5,8,3,2,3,6,0,0,21,-21,1,0,0,Control,0.4096191393324772,0.4096191393324772,1
1,7,2,7,1,0,4,0,48,4,1,3,3,0,3,0,1,36,36,0,0,0,Treated,0.39779924115746584,0.39779924115746584,1
1,7,2,4,0,0,3,1,40,3,6,4,2,1,8,0,1,8,-8,1,0,1,Control,0.46690255492822286,0.46690255492822286,1
5,8,7,8,1,0,6,0,61,6,4,3,1,5,8,0,0,56,56,0,1,1,Treated,0.41587502464950743,0.41587502464950743,1
4,9,7,8,0,1,2,1,18,2,6,3,1,3,8,0,1,8,-8,1,0,1,Control,0.48433036227043685,0.48433036227043685,1
0,9,4,6,1,0,2,0,42,2,6,2,3,0,9,0,1,57,57,1,0,1,Treated,0.45429321699197284,0.45429321699197284,1
4,5,8,8,0,0,2,0,49,2,2,4,3,5,5,0,0,14,-14,0,0,0,Control,0.4559524691794386,0.4559524691794386,1
8,10,4,9,0,1,2,0,20,2,4,3,0,2,2,1,0,7,-7,0,0,0,Control,0.48585846095319496,0.48585846095319496,1
7,9,6,8,0,0,5,0,39,5,8,3,2,7,7,0,1,29,-29,1,0,0,Control,0.516708055871574,0.516708055871574,1
1,10,10,6,0,0,2,1,49,2,5,2,2,7,3,0,0,19,-19,0,0,1,Control,0.43947379615532634,0.43947379615532634,1
7,8,8,8,0,0,2,1,60,2,7,3,2,5,1,0,0,34,-34,0,0,1,Control,0.3702371691440311,0.3702371691440311,1
6,9,7,8,0,1,2,1,19,2,7,3,1,2,6,0,1,12,-12,0,0,0,Control,0.4624221284636615,0.4624221284636615,1
1,9,4,5,1,0,3,0,27,3,4,2,7,3,10,1,1,1,1,1,0,0,Treated,0.4751112896146072,0.4751112896146072,1
8,9,7,8,0,0,3,0,56,3,8,3,3,7,5,1,0,24,-24,1,0,0,Control,0.4200604783632262,0.4200604783632262,1
9,9,7,7,0,0,6,0,45,6,5,3,6,2,2,1,1,12,-12,1,0,0,Control,0.35474636249626784,0.35474636249626784,1
8,10,8,9,1,0,7,1,72,7,1,4,4,2,4,0,0,28,28,0,0,0,Treated,0.2638646426293659,0.2638646426293659,1
3,10,9,9,0,0,3,1,71,3,6,3,4,3,3,0,0,38,-38,0,0,0,Control,0.2814281133370614,0.2814281133370614,1
5,9,6,7,1,0,3,1,48,3,6,2,1,5,4,0,1,6,6,1,0,0,Treated,0.4453441899747706,0.4453441899747706,1
8,8,8,9,0,0,6,1,41,6,10,4,1,10,5,0,0,39,-39,0,1,0,Control,0.5122499440862855,0.5122499440862855,1
6,9,7,8,1,0,3,1,52,3,7,2,2,6,5,0,0,20,20,1,0,0,Treated,0.4191425605162792,0.4191425605162792,1
4,7,6,8,1,0,6,1,46,6,6,3,2,6,7,0,1,28,28,1,0,0,Treated,0.4454464628360196,0.4454464628360196,1
8,10,5,10,0,1,1,1,16,1,8,2,3,5,4,0,1,26,-26,0,0,0,Control,0.4522680891679108,0.4522680891679108,1
6,9,6,9,0,1,2,1,20,2,6,3,1,6,5,0,0,12,-12,0,0,0,Control,0.48351838495838617,0.48351838495838617,1
9,8,4,9,0,0,6,1,42,6,7,3,2,1,5,0,1,6,-6,1,0,0,Control,0.4184982174796203,0.4184982174796203,1
3,9,3,8,0,0,3,0,66,3,5,3,5,5,5,0,0,20,-20,0,0,0,Control,0.3286754213470461,0.3286754213470461,1
2,9,8,5,1,0,5,1,34,5,8,3,3,5,9,0,0,15,15,1,0,0,Treated,0.49108681476263116,0.49108681476263116,1
0,9,2,4,1,0,3,1,73,3,7,3,3,0,8,0,0,2,2,0,0,0,Treated,0.2879976135250304,0.2879976135250304,1
2,2,6,8,0,0,2,1,47,2,8,3,3,5,8,1,0,21,-21,1,0,0,Control,0.44249546093133124,0.44249546093133124,1
4,9,7,8,0,0,4,1,59,4,7,3,3,3,8,0,0,20,-20,1,0,0,Control,0.36134764071648395,0.36134764071648395,1
1,10,3,4,0,0,3,1,32,3,7,2,1,5,5,0,0,15,-15,1,0,0,Control,0.5263126423188076,0.5263126423188076,1
4,10,8,8,0,0,3,1,48,3,7,2,2,6,5,1,1,36,-36,1,0,0,Control,0.4381219980786613,0.4381219980786613,1
5,7,5,8,0,1,6,1,25,6,9,3,1,1,3,0,0,34,-34,0,0,0,Control,0.38805513695825034,0.38805513695825034,1
2,10,2,10,1,0,3,1,29,3,5,4,1,8,10,0,0,17,17,0,0,0,Treated,0.5989667536694405,0.5989667536694405,1
4,10,7,8,0,0,6,1,61,6,7,3,2,3,6,0,0,34,-34,1,0,1,Control,0.3498265965017021,0.3498265965017021,1
4,8,3,8,0,0,4,1,23,4,7,3,1,2,7,1,0,28,-28,1,0,0,Control,0.5567769731689672,0.5567769731689672,1
2,8,5,5,0,0,3,0,55,3,5,3,5,5,7,0,0,44,-44,1,0,1,Control,0.38573283517599743,0.38573283517599743,1
5,10,9,8,0,0,4,1,52,4,5,4,0,8,8,0,0,28,-28,1,0,1,Control,0.4921919939058434,0.4921919939058434,1
6,10,6,9,0,0,1,1,58,1,7,3,2,4,5,1,1,34,-34,1,0,1,Control,0.3951168397352009,0.3951168397352009,1
3,8,6,7,0,0,3,1,53,3,6,2,1,3,5,0,0,39,-39,1,0,1,Control,0.41146108232420975,0.41146108232420975,1
3,9,6,9,0,0,5,0,42,5,7,3,2,5,9,0,1,20,-20,1,0,0,Control,0.4970287310665764,0.4970287310665764,1
2,9,5,4,0,0,5,0,38,5,8,1,0,10,8,0,1,5,-5,1,0,0,Control,0.5714626610098699,0.5714626610098699,1
8,9,7,7,0,0,4,0,57,4,5,2,2,7,5,0,0,34,-34,0,0,0,Control,0.4230558973854303,0.4230558973854303,1
1,9,7,4,0,0,3,1,29,3,8,3,0,2,9,0,1,33,-33,1,0,0,Control,0.5604881117465191,0.5604881117465191,1
4,4,8,8,1,1,1,1,16,1,4,3,1,9,2,0,0,21,21,0,0,0,Treated,0.519481978932752,0.519481978932752,1
1,10,3,2,1,0,2,0,55,2,6,2,2,0,8,0,0,36,36,1,0,0,Treated,0.406296999239802,0.406296999239802,1
5,9,6,6,0,0,5,0,74,5,5,3,2,6,9,0,0,19,-19,0,0,0,Control,0.355232344130508,0.355232344130508,1
2,10,5,8,1,0,6,1,50,6,6,4,4,0,6,1,1,24,24,1,0,0,Treated,0.3511835009981775,0.3511835009981775,1
2,10,5,7,1,0,3,0,40,3,5,2,2,7,5,0,1,8,8,1,0,0,Treated,0.5109882301207835,0.5109882301207835,1
8,9,8,8,0,0,3,0,64,3,7,3,2,7,5,0,0,5,-5,1,0,0,Control,0.40115262673161606,0.40115262673161606,1
4,8,7,9,1,0,3,1,36,3,7,3,1,1,8,1,1,28,28,1,0,1,Treated,0.49728923405099673,0.49728923405099673,1
8,7,4,10,0,0,5,0,57,5,8,3,2,5,2,0,0,12,-12,0,1,1,Control,0.3939525388077211,0.3939525388077211,1
0,10,5,5,1,1,2,0,20,2,6,3,1,4,10,1,1,42,42,1,0,1,Treated,0.5164745584379736,0.5164745584379736,1
7,10,8,10,1,0,6,0,38,6,6,3,1,7,5,0,1,20,20,1,0,1,Treated,0.5263790381747061,0.5263790381747061,1
5,8,4,5,1,0,3,0,26,3,7,2,2,1,2,0,0,1,1,1,0,0,Treated,0.519297671770198,0.519297671770198,1
4,10,7,7,1,0,1,0,66,1,8,2,2,8,8,0,0,13,13,0,0,0,Treated,0.4167646138767356,0.4167646138767356,1
6,10,1,10,1,0,2,0,66,2,7,3,5,7,10,0,0,22,22,1,0,0,Treated,0.3666318986115482,0.3666318986115482,1
0,8,1,8,1,0,7,0,35,7,7,3,0,2,7,0,0,55,55,1,0,0,Treated,0.524208556205668,0.524208556205668,1
4,10,5,8,1,0,3,1,65,3,7,3,1,5,10,0,0,10,10,1,0,1,Treated,0.39695406030200037,0.39695406030200037,1
4,9,8,7,0,0,3,1,29,3,7,2,1,0,6,1,0,18,-18,0,1,0,Control,0.5081996712093293,0.5081996712093293,1
4,10,3,9,1,0,3,1,46,3,5,3,2,5,3,0,0,2,2,1,0,0,Treated,0.43958241594468384,0.43958241594468384,1
9,8,7,7,1,1,2,1,26,2,2,3,2,3,5,1,1,16,16,1,0,0,Treated,0.4175262282123371,0.4175262282123371,1
4,7,5,4,0,0,1,1,82,1,4,3,7,6,10,0,0,21,-21,0,0,1,Control,0.2493626493238397,0.2493626493238397,1
8,9,8,10,1,0,3,1,32,3,7,2,1,1,6,1,0,30,30,1,0,1,Treated,0.5010955079448408,0.5010955079448408,1
6,9,6,6,1,0,3,0,68,3,7,2,3,7,8,0,0,22,22,0,0,1,Treated,0.3717097545474625,0.3717097545474625,1
3,8,4,7,0,1,2,1,20,2,6,3,1,2,8,0,0,32,-32,0,0,0,Control,0.4672561456582809,0.4672561456582809,1
3,8,5,8,1,1,6,1,28,6,7,3,3,3,7,0,0,8,8,0,0,0,Treated,0.37186551703931997,0.37186551703931997,1
8,9,7,8,0,0,6,1,51,6,9,4,2,5,1,0,0,29,-29,1,0,0,Control,0.39279490031062886,0.39279490031062886,1
9,8,8,10,1,1,6,1,24,6,9,3,1,1,6,1,0,22,22,1,0,0,Treated,0.40552686187959536,0.40552686187959536,1
5,7,5,8,1,0,7,0,31,7,7,4,4,0,3,1,1,30,30,1,0,1,Treated,0.4439232772644405,0.4439232772644405,1
6,8,6,8,1,0,6,0,32,6,7,3,2,5,3,0,0,25,25,1,0,1,Treated,0.5124539631655621,0.5124539631655621,1
5,10,6,7,1,0,4,0,21,4,5,4,0,2,5,0,0,15,15,1,0,1,Treated,0.6081307767680392,0.6081307767680392,1
5,8,5,8,1,0,6,0,65,6,6,4,4,1,3,0,0,13,13,1,0,1,Treated,0.3043856323308563,0.3043856323308563,1
7,9,7,8,1,1,6,1,25,6,7,4,3,0,2,1,0,16,16,0,0,1,Treated,0.35021878255780786,0.35021878255780786,1
6,9,10,8,1,0,6,1,31,6,7,3,1,1,3,0,1,28,28,1,0,1,Treated,0.4805767075221704,0.4805767075221704,1
5,8,4,7,0,1,4,0,29,4,6,3,1,8,5,0,0,17,-17,0,0,0,Control,0.4678937045087631,0.4678937045087631,1
7,8,7,8,1,0,6,0,59,6,8,3,2,8,4,0,0,21,21,1,0,0,Treated,0.4086876669791763,0.4086876669791763,1
7,9,6,9,1,0,2,0,48,2,8,3,3,4,3,0,0,35,35,1,0,0,Treated,0.43349651542814943,0.43349651542814943,1
6,8,6,8,0,0,7,1,61,7,6,4,2,8,5,0,0,28,-28,0,0,0,Control,0.3812284963687608,0.3812284963687608,1
4,8,5,5,0,0,2,1,79,2,5,3,2,1,9,0,0,27,-27,0,0,0,Control,0.295446712457998,0.295446712457998,1
0,9,4,2,1,0,5,1,36,5,7,4,2,5,10,0,1,28,28,1,0,1,Treated,0.5117151936178,0.5117151936178,1
7,9,6,7,1,0,6,0,50,6,9,2,1,4,5,1,0,20,20,1,0,1,Treated,0.4373965340576206,0.4373965340576206,1
5,10,5,8,1,0,6,1,76,6,6,4,5,9,0,0,0,21,21,0,0,0,Treated,0.2628286621840926,0.2628286621840926,1
7,8,7,8,0,0,5,1,45,5,7,3,5,3,6,0,1,3,-3,1,0,0,Control,0.3760303860418238,0.3760303860418238,1
2,5,2,8,0,1,2,1,20,2,5,3,1,10,7,0,0,20,-20,0,0,0,Control,0.5229092188896667,0.5229092188896667,1
